"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells"
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 12",3,0.11,0.03
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 12",248,2,1.6
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 12",304,2.31,1.87
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 12",81,1.66,1.16
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 12",174,1.36,1.1
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 12",91,1.83,1.26
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 12",178,1.45,1.16
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 12",50,1.26,0.67
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 12",51,1.29,0.69
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 12",52,1.19,0.88
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 12",55,1.29,0.93
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 12",68,0.77,0.64
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 12",53,1.11,0.84
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 12",108,0.84,0.71
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 12",89,0.84,0.58
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 12",103,1,0.6
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 12",113,0.71,0.53
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 12",91,0.58,0.44
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 12",75,0.58,0.43
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 12",40,0.98,0.53
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 12",30,0.66,0.37
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 12",29,0.61,0.34
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 12",42,0.64,0.39
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 13",5,0.02,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 13",12,0.29,0.03
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 13",8,0.14,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 13",9,0.12,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 13",25,0.18,0.07
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 13",19,0.15,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 13",6,0.09,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 13",18,0.19,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 13",14,0.41,0.07
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 13",8,0.36,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 13",30,0.06,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 13",35,0.07,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 13",7,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 13",5,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 13",6,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 13",9,0.14,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 13",12,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 13",10,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 13",16,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 13",8,0.03,0
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 13",2,0.06,0.03
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 13",5,0.04,0.03
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 13",10,0.08,0.06
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 13",4,0.08,0.06
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 13",4,0.08,0.06
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 13",3,0.02,0.02
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 13",2,0.05,0.03
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 13",3,0.08,0.04
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 13",1,0.02,0.02
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 13",2,0.02,0.02
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 13",1,0.01,0.01
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 13",2,0.02,0.01
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 13",1,0.01,0
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 13",2,0.01,0.01
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 13",2,0.02,0.01
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 13",0,0,0
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 13",1,0.02,0.01
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 13",4,0.08,0.05
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 13",2,0.03,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 3",19541,91.39,35.06
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 3",1711,41.96,3.77
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 3",1990,34.99,4.16
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 3",2016,26.95,4.04
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 3",10689,76.79,30.29
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 3",9623,77.6,30.88
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 3",3364,51.54,20.06
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 3",7131,76.91,38.56
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 3",1825,53.35,9.39
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 3",950,42.97,7
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 3",45396,94.32,27.18
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 3",46859,94.24,27.88
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 3",13776,87.73,25.86
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 3",17868,92.37,14.56
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 3",18139,93.16,14.56
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 3",5180,78.33,14.22
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 3",38228,95.36,13.86
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 3",34378,95.36,13.02
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 3",35428,94.93,13.07
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 3",24967,95.38,11.4
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 3",4094,74.86,37.35
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 3",4306,63.36,32.61
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 3",3752,66.2,30.95
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 3",6388,82.59,58.27
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 3",6529,85.49,60.15
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 3",5587,86.1,56.23
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 3",2650,74.19,42.86
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 3",1314,51.13,14.97
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 3",1114,41.55,9.99
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 3",8740,70.52,56.39
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 3",9157,69.67,56.43
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 3",2393,48.95,34.22
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 3",8406,65.85,53.04
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 3",2176,43.69,30.07
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 3",8311,67.69,54.38
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 3",2558,64.37,34.2
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 3",2631,66.47,35.43
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 3",2926,66.88,49.48
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 3",2891,67.69,49.12
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 3",6828,77.53,64.18
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 3",3226,67.48,50.84
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 3",10663,82.53,69.65
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 3",5407,50.89,35.51
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 3",2503,24.24,14.51
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 3",14433,90.06,67.49
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 3",14113,90.13,67.8
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 3",11525,88.5,65.37
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 3",2959,72.54,39.14
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 3",2693,59.41,32.81
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 3",2736,58,31.97
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 3",2655,40.68,24.89
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 5",6840,31.99,12.27
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 5",1391,34.11,3.07
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 5",1331,23.4,2.78
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 5",1455,19.45,2.91
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 5",5177,37.19,14.67
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 5",4686,37.79,15.04
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 5",2464,37.75,14.7
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 5",3182,34.32,17.2
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 5",756,22.1,3.89
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 5",490,22.16,3.61
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 5",18810,39.08,11.26
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 5",19157,38.53,11.4
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 5",7780,49.54,14.6
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 5",4647,24.02,3.79
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 5",4537,23.3,3.64
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 5",2038,30.82,5.6
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 5",4846,12.09,1.76
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 5",5047,14,1.91
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 5",5054,13.54,1.86
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 5",7734,29.55,3.53
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 5",3067,56.08,27.98
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 5",2921,42.98,22.12
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 5",2594,45.77,21.4
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 5",4832,62.47,44.08
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 5",4678,61.25,43.1
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 5",4586,70.67,46.16
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 5",2185,61.17,35.34
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 5",868,33.77,9.89
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 5",783,29.21,7.02
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 5",6766,54.6,43.66
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 5",7065,53.75,43.54
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 5",2190,44.79,31.32
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 5",6894,54,43.5
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 5",2010,40.36,27.78
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 5",6741,54.9,44.11
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 5",2186,55.01,29.23
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 5",2287,57.78,30.8
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 5",2119,48.43,35.84
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 5",2078,48.65,35.3
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 5",3361,38.16,31.59
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 5",2149,44.95,33.87
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 5",2486,19.24,16.24
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 5",2061,19.4,13.53
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 5",1628,15.77,9.44
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 5",5936,37.04,27.76
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 5",5851,37.37,28.11
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 5",4900,37.63,27.79
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 5",2549,62.49,33.72
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 5",2411,53.19,29.37
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 5",2461,52.17,28.75
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 5",2285,35.01,21.43
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 6",14392,67.31,25.83
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 6",290,7.11,0.64
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 6",408,7.17,0.85
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 6",539,7.2,1.08
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 6",6188,44.45,17.54
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 6",5570,44.92,17.88
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 6",1065,16.32,6.35
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 6",4212,45.43,22.77
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 6",1064,31.1,5.47
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 6",464,20.99,3.42
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 6",29857,62.03,17.88
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 6",31140,62.63,18.52
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 6",6877,43.79,12.91
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 6",14026,72.51,11.43
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 6",14380,73.85,11.54
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 6",3404,51.47,9.35
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 6",32676,81.51,11.85
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 6",29267,81.18,11.08
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 6",30290,81.16,11.17
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 6",19028,72.69,8.69
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 6",1051,19.22,9.59
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 6",1240,18.25,9.39
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 6",1091,19.25,9
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 6",1747,22.59,15.94
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 6",2336,30.59,21.52
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 6",1303,20.08,13.11
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 6",587,16.43,9.49
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 6",437,17,4.98
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 6",311,11.6,2.79
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 6",2393,19.31,15.44
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 6",2628,19.99,16.2
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 6",204,4.17,2.92
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 6",1534,12.02,9.68
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 6",128,2.57,1.77
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 6",1568,12.77,10.26
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 6",481,12.1,6.43
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 6",476,12.03,6.41
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 6",908,20.75,15.36
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 6",928,21.73,15.77
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 6",3938,44.71,37.02
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 6",1185,24.79,18.68
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 6",8670,67.11,56.63
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 6",3453,32.5,22.68
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 6",778,7.54,4.51
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 6",9761,60.91,45.65
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 6",9623,61.46,46.23
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 6",7636,58.63,43.31
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 6",522,12.8,6.9
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 6",348,7.68,4.24
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 6",360,7.63,4.21
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 6",413,6.33,3.87
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 7",278,1.3,0.5
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 7",63,1.54,0.14
